Total_Trades,Directional_Accuracy_Pct,RMSE_Close,MAE_Close,filename
405,52.8395061728395,0.7338678581071931,0.5609306102309992,prediction_SOL_15min-model=kronos-mini-lookback=120-pred_len=1-temperature=1.1-top_p=0.92-sample_count=2.csv
309,52.75080906148867,0.6841914012580728,0.5367634572050703,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=1.1-top_p=1.0-sample_count=100.csv
309,52.75080906148867,0.6932727912027018,0.5480989573852164,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=0.8-top_p=0.92-sample_count=100.csv
309,52.75080906148867,0.812158451721352,0.6610211650169385,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=1.1-top_p=0.96-sample_count=2.csv
501,52.69461077844312,0.7083474782936188,0.5389694249684223,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.1-top_p=0.9-sample_count=100.csv
501,52.69461077844312,0.7519504747663048,0.5765544255726838,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.98-sample_count=2.csv
213,52.58215962441315,0.7063458812647981,0.5475200277838894,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=1.1-top_p=0.98-sample_count=100.csv
213,52.58215962441315,0.7078770014979615,0.5521712047021698,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=1.2-top_p=0.92-sample_count=100.csv
213,52.58215962441315,0.708262183076424,0.5547079025913282,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=1.0-top_p=0.92-sample_count=100.csv
213,52.58215962441315,0.7088717726237717,0.5518641846849294,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=1.1-top_p=0.94-sample_count=100.csv
213,52.58215962441315,0.7089345042517462,0.5550284168225476,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=1.0-top_p=0.98-sample_count=100.csv
213,52.58215962441315,0.8089654431045745,0.6377536327666516,prediction_SOL_15min-model=kronos-mini-lookback=312-pred_len=1-temperature=0.8-top_p=0.9-sample_count=2.csv
501,52.49500998003992,0.7079596326435615,0.5385787662955326,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.94-sample_count=100.csv
501,52.49500998003992,0.708725070389805,0.5387403698462446,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.9-sample_count=100.csv
501,52.49500998003992,0.7121241329225717,0.5419718668619802,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.1-top_p=0.94-sample_count=100.csv
501,52.49500998003992,0.7410135913001807,0.5612808176615518,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.92-sample_count=2.csv
501,52.49500998003992,0.7958962603072328,0.5943968467362138,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.1-top_p=0.9-sample_count=2.csv
309,52.42718446601942,0.7000169660759908,0.550033049292703,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=0.8-top_p=0.94-sample_count=100.csv
21,52.38095238095239,0.7079214408476269,0.6219988548642122,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=1.2-top_p=0.92-sample_count=100.csv
21,52.38095238095239,0.7447290677151969,0.6336645624069964,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=1.0-top_p=1.0-sample_count=100.csv
21,52.38095238095239,0.7448270930235372,0.6117032819475439,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.8-top_p=0.9-sample_count=2.csv
21,52.38095238095239,0.756658777927733,0.6446218261718787,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=1.1-top_p=0.92-sample_count=100.csv
21,52.38095238095239,0.7764660292453661,0.649086111886159,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.9-top_p=0.9-sample_count=100.csv
21,52.38095238095239,0.7938325769410579,0.6671510649181598,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.9-top_p=0.92-sample_count=100.csv
21,52.38095238095239,0.8317341617461894,0.6711639113653296,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.9-top_p=0.94-sample_count=2.csv
21,52.38095238095239,0.8607117421060676,0.7065636742001538,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.9-top_p=0.9-sample_count=2.csv
21,52.38095238095239,0.9234533090932041,0.7577846563430098,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=1.0-top_p=1.0-sample_count=2.csv
21,52.38095238095239,0.9296882177520915,0.7887244175502282,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=0.8-top_p=0.92-sample_count=2.csv
21,52.38095238095239,0.9322652589450696,0.7623052164713586,prediction_SOL_15min-model=kronos-mini-lookback=504-pred_len=1-temperature=1.2-top_p=0.98-sample_count=2.csv
405,52.345679012345684,0.7561919192190983,0.5816926392505789,prediction_SOL_15min-model=kronos-mini-lookback=120-pred_len=1-temperature=1.1-top_p=0.96-sample_count=2.csv
501,52.29540918163673,0.7075785698329602,0.5388790962995874,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.98-sample_count=100.csv
501,52.29540918163673,0.7109677875866712,0.5410027187324576,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.0-top_p=0.9-sample_count=100.csv
501,52.29540918163673,0.7171677351269168,0.5452454639061725,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.2-top_p=0.9-sample_count=100.csv
501,52.29540918163673,0.72021785845499,0.5468858528548363,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.1-top_p=0.98-sample_count=100.csv
501,52.29540918163673,0.7571884982936262,0.5807018127319582,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.9-top_p=0.98-sample_count=2.csv
117,52.13675213675214,0.8829373669559523,0.7020775826739444,prediction_SOL_15min-model=kronos-mini-lookback=408-pred_len=1-temperature=1.0-top_p=1.0-sample_count=2.csv
117,52.13675213675214,0.8882783454839162,0.6969018275073445,prediction_SOL_15min-model=kronos-mini-lookback=408-pred_len=1-temperature=1.1-top_p=0.98-sample_count=2.csv
117,52.13675213675214,0.890374032900989,0.6917417046440988,prediction_SOL_15min-model=kronos-mini-lookback=408-pred_len=1-temperature=0.9-top_p=1.0-sample_count=2.csv
117,52.13675213675214,0.9016556775751671,0.7022524462055973,prediction_SOL_15min-model=kronos-mini-lookback=408-pred_len=1-temperature=1.2-top_p=0.9-sample_count=2.csv
309,52.103559870550164,0.6924611899041783,0.5380268750632089,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=1.0-top_p=1.0-sample_count=100.csv
309,52.103559870550164,0.7633455006385028,0.6002753780624238,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=1.0-top_p=0.98-sample_count=2.csv
309,52.103559870550164,0.7690976345390735,0.6139265026104858,prediction_SOL_15min-model=kronos-mini-lookback=216-pred_len=1-temperature=1.0-top_p=0.9-sample_count=2.csv
501,52.09580838323353,0.70672417773855,0.5398925157497517,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.9-top_p=0.94-sample_count=100.csv
501,52.09580838323353,0.708969266886707,0.5385293365904902,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.9-top_p=0.98-sample_count=100.csv
501,52.09580838323353,0.7151198517552797,0.5459046094822066,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.1-top_p=0.96-sample_count=100.csv
501,52.09580838323353,0.7642788295999688,0.5808665944965531,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=0.8-top_p=0.94-sample_count=2.csv
501,52.09580838323353,0.7911072399422164,0.5946197282680736,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.2-top_p=0.9-sample_count=2.csv
501,52.09580838323353,0.7969808508707941,0.6051214598634773,prediction_SOL_15min-model=kronos-mini-lookback=24-pred_len=1-temperature=1.2-top_p=0.98-sample_count=2.csv
