timestamps,open,high,low,close,volume
2025-09-26 04:45:00,0.47718634718588615,-0.0034445215553191785,0.007389422639259299,0.0020465599366260817,-0.29076804892087377
2025-09-26 05:00:00,0.5313500681942347,0.0014711857757353528,0.007275390615596313,0.004635292038473237,-0.3977731450466261
2025-09-26 05:15:00,0.5532819484464983,0.0036852087613154557,0.006983084795400621,0.002032944555329609,-0.1644302461724693
2025-09-26 05:30:00,0.4843799109196217,-0.001961268676786529,0.00699529629405166,-0.005748649321479381,0.02619643737904656
2025-09-26 05:45:00,0.4417683957033514,-0.005906865944743057,0.00715728330898018,-0.0041550739327834395,0.8188515157982803
2025-09-26 06:00:00,0.42784142866623504,-0.007196460637716978,0.00741238280806035,-0.0014316615103999088,0.6722992656217375
2025-09-26 06:15:00,0.5137051097724955,6.111796118228175e-05,0.007634446425091077,0.007423376947175657,0.5216528424469836
2025-09-26 06:30:00,0.5068739303649217,-0.000543339770253694,0.00737784253859209,-0.0006169393377226535,-0.5360557398867892
2025-09-26 06:45:00,0.45812908723019014,-0.004859144764211477,0.007302164403791073,-0.004595664451904384,0.09049631882724443
2025-09-26 07:00:00,0.5282370369443341,0.0018787649179651787,0.0073016577042455235,0.006587874603613274,-0.38751594227077796
2025-09-26 07:15:00,0.4896748794653687,-0.0014617475748126036,0.007183817103838366,-0.003718091571912975,-0.254837555207192
2025-09-26 07:30:00,0.4462747738546836,-0.0056376647746925225,0.007337833786304184,-0.00461850590995913,0.300089326021236
2025-09-26 07:45:00,0.5207330228941729,0.0022642020250765956,0.007397970073387789,0.007506567670267169,-0.4157484720148291
2025-09-26 08:00:00,0.5264784458011891,0.003176907331336504,0.007139233177495714,0.0006264052945094553,0.1620270529041642
2025-09-26 08:15:00,0.5226929756839879,0.002987298296884646,0.007072277465431309,-0.00035134977230904906,0.009995300988900892
2025-09-26 08:30:00,0.5242412915476717,0.0033148115363198652,0.00684511219446444,0.0001476837838250895,-0.6985429042115796
2025-09-26 08:45:00,0.5083206869783565,0.002085678959135595,0.006636487127722375,-0.0013248409581116376,-1.0457470707455234
2025-09-26 09:00:00,0.5180210441454943,0.0029185809562539866,0.006538893022778507,0.000815494438670153,-0.43890780944899466
2025-09-26 09:15:00,0.4694016335954775,-0.0009954684132448888,0.006435000506311258,-0.003981831796282225,-0.21764437042926862
2025-09-26 09:30:00,0.3998643707765791,-0.0076349315039227926,0.006780736605536691,-0.006888118842987494,0.7534519809571121
2025-09-26 09:45:00,0.4277557785457201,-0.005410150026401357,0.00662042636376914,0.002109455771082804,0.1778567888396349
2025-09-26 10:00:00,0.34116990312414247,-0.01573265112532381,0.007105930016290689,-0.010742707115534968,1.0157719784681654
2025-09-26 10:15:00,0.3432358163526561,-0.015200569676589157,0.0069326510916425535,0.0001558409179067059,0.18345577821131986
2025-09-26 10:30:00,0.3334395695365291,-0.016035965738656788,0.0069302445765088315,-0.0013566301521643579,0.17756643132366742
2025-09-26 10:45:00,0.3269329311989436,-0.016493080640286855,0.006644567306781213,-0.0008794137115242823,-0.36890093587956296
2025-09-26 11:00:00,0.28575083456619466,-0.021987571635453135,0.006780537940909837,-0.006051937566825739,0.8545230825522943
2025-09-26 11:15:00,0.33898050062658086,-0.018168569826518315,0.006645229998536541,0.003596938119014685,0.3777848475189198
2025-09-26 11:30:00,0.42491738661919926,-0.0113941286695305,0.006704256083090741,0.0066629290206806965,0.5402148742558578
2025-09-26 11:45:00,0.4547158437737929,-0.008733990535503233,0.006716841467858218,0.0025886765099407518,0.14939036163512895
2025-09-26 12:00:00,0.3971023711847317,-0.015356762449117994,0.0067667601131229565,-0.006744548236119415,0.09581202139202712
2025-09-26 12:15:00,0.5046697607962443,-0.004904589164706155,0.007111499383126764,0.010712899562068402,0.4232350313699463
2025-09-26 12:30:00,0.6092508697978952,0.009599272961459049,0.008402597870288839,0.014733739940054403,1.2430571951679639
2025-09-26 12:45:00,0.5874672220395488,0.007019795761345278,0.00843225414174639,-0.0023880305025293464,0.04758692698124912
2025-09-26 13:00:00,0.5470840769716382,0.0020900813530465964,0.00845732128700217,-0.004593911596980062,-0.1163578995819187
2025-09-26 13:15:00,0.5176922807344763,-0.0013808833117649648,0.008489524005332092,-0.0035375433328637997,0.40718020633865515
2025-09-26 13:30:00,0.5567705788264806,0.004067322606168466,0.008752971437238648,0.005385802819493152,0.25173491023098044
